,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Award?,clust
374,16866,0,1,1,1,0,0,0,0,5072,0,Ocassional Flyers
375,12286,0,2,1,1,7972,11,250,1,1018,1,Ocassional Flyers
376,10872,0,1,1,1,4500,27,0,0,3882,0,Ocassional Flyers
377,13310,0,1,1,1,0,0,0,0,4755,0,Ocassional Flyers
378,235947,0,1,1,1,3982,16,0,0,8145,0,Ocassional Flyers
379,32749,0,1,1,1,450,3,450,3,5050,1,Ocassional Flyers
380,15875,0,3,1,1,24918,12,0,0,4141,1,Ocassional Flyers
381,352508,0,3,1,1,23740,6,1000,2,7563,1,Ocassional Flyers
382,29174,0,1,1,1,100,1,0,0,1087,0,Ocassional Flyers
383,25485,0,1,1,1,9655,10,2800,8,2798,1,Ocassional Flyers
384,96988,0,2,1,1,7761,14,0,0,5715,0,Ocassional Flyers
385,34790,0,1,1,1,0,0,0,0,2272,0,Ocassional Flyers
386,13936,0,1,1,1,1625,6,0,0,1418,0,Ocassional Flyers
387,72623,0,1,1,1,0,0,0,0,4957,0,Ocassional Flyers
388,17088,0,1,1,1,0,0,0,0,3510,0,Ocassional Flyers
389,104245,0,4,1,1,45589,14,0,0,3810,0,Ocassional Flyers
390,74352,0,3,1,1,17868,15,0,0,2188,0,Ocassional Flyers
391,18088,0,1,1,1,16697,6,0,0,501,0,Ocassional Flyers
392,18328,0,1,1,1,0,0,0,0,6790,0,Ocassional Flyers
393,49514,0,1,1,1,4500,22,0,0,2569,0,Ocassional Flyers
394,24598,0,1,1,1,0,0,0,0,7040,0,Ocassional Flyers
395,72962,0,4,1,1,28055,16,0,0,3869,1,Ocassional Flyers
396,40645,0,3,1,1,18348,13,0,0,8067,1,Ocassional Flyers
397,65207,0,4,1,1,34832,18,1450,4,3115,0,Ocassional Flyers
398,9446,0,1,1,1,0,0,0,0,667,0,Ocassional Flyers
399,8651,0,4,1,1,41586,22,950,5,5882,1,Ocassional Flyers
400,46855,0,2,1,1,8845,17,0,0,4379,1,Ocassional Flyers
401,11700,0,1,1,1,0,0,0,0,2585,0,Ocassional Flyers
402,245045,0,1,1,1,25039,16,500,1,4173,0,Ocassional Flyers
403,35088,0,1,1,1,320,2,0,0,2362,0,Ocassional Flyers
404,36805,0,3,1,1,13018,16,0,0,3799,0,Ocassional Flyers
405,50193,0,1,1,1,12263,3,0,0,3596,0,Ocassional Flyers
406,134457,0,3,1,1,15588,14,0,0,6861,0,Ocassional Flyers
407,50895,0,4,1,1,29618,15,0,0,2980,1,Ocassional Flyers
408,7108,0,1,1,1,5598,8,2500,5,2026,1,Ocassional Flyers
409,86345,0,3,1,1,13415,16,350,2,8009,0,Ocassional Flyers
410,11001,0,1,1,1,255,5,0,0,4315,0,Ocassional Flyers
411,322454,0,4,1,1,44591,23,250,1,5961,1,Ocassional Flyers
412,133853,0,5,1,1,68136,14,0,0,4960,1,Ocassional Flyers
413,20856,0,1,1,1,5250,4,250,1,6938,1,Ocassional Flyers
414,15540,0,1,1,1,209,3,104,1,1761,0,Ocassional Flyers
415,1500,0,1,1,1,0,0,0,0,480,0,Ocassional Flyers
416,25512,0,1,1,1,0,0,0,0,5393,0,Ocassional Flyers
417,37202,0,1,1,1,15000,4,0,0,4511,0,Ocassional Flyers
418,10702,0,1,1,1,200,2,200,2,5272,0,Ocassional Flyers
419,85751,0,4,1,1,26842,14,0,0,3711,0,Ocassional Flyers
420,6517,0,1,1,1,2025,8,0,0,1900,0,Ocassional Flyers
421,59763,0,3,1,1,33772,20,100,1,7907,1,Ocassional Flyers
422,66434,0,3,1,1,13041,13,0,0,6230,0,Ocassional Flyers
423,43686,0,1,1,1,4039,12,0,0,4328,0,Ocassional Flyers
424,37039,0,4,1,1,29976,18,0,0,6375,0,Ocassional Flyers
425,353678,0,4,1,1,141230,28,1450,5,8289,1,Ocassional Flyers
426,30892,0,3,1,1,11474,11,0,0,5283,0,Ocassional Flyers
427,8828,0,1,1,1,0,0,0,0,7914,0,Ocassional Flyers
428,25807,0,1,1,1,550,3,550,3,1838,0,Ocassional Flyers
429,58421,0,1,1,1,1000,1,0,0,6532,0,Ocassional Flyers
430,5570,0,1,1,1,9094,26,0,0,2287,1,Ocassional Flyers
431,31967,0,1,1,1,1600,4,350,2,5101,0,Ocassional Flyers
432,226826,0,5,1,1,91660,21,500,1,5906,0,Ocassional Flyers
433,9753,0,1,1,1,1235,3,0,0,4343,0,Ocassional Flyers
434,23130,0,1,1,1,5032,10,0,0,5500,0,Ocassional Flyers
435,18260,0,1,1,1,500,1,0,0,2780,0,Ocassional Flyers
436,83105,0,4,1,1,65077,28,753,3,6137,1,Ocassional Flyers
437,147128,0,5,1,1,59991,47,1065,1,2279,1,Ocassional Flyers
438,8962,4481,1,1,1,0,0,0,0,4198,0,Ocassional Flyers
439,13040,0,1,1,1,500,1,0,0,3972,0,Ocassional Flyers
440,112843,0,3,1,1,16137,14,0,0,6472,1,Ocassional Flyers
441,54637,0,1,1,1,21181,27,4673,21,2927,1,Ocassional Flyers
442,100992,0,1,1,1,8144,16,409,2,5422,1,Ocassional Flyers
443,97349,0,4,1,1,42774,14,0,0,6128,0,Ocassional Flyers
444,10978,0,3,1,1,14313,11,0,0,6193,1,Ocassional Flyers
445,16994,0,1,1,1,1550,3,1050,2,5379,1,Ocassional Flyers
446,93148,0,2,1,1,7776,18,0,0,4631,0,Ocassional Flyers
447,184701,0,4,1,1,45629,13,500,1,4989,0,Ocassional Flyers
448,34616,0,1,1,1,1750,4,500,1,7850,0,Ocassional Flyers
449,26173,0,1,1,1,305,1,0,0,1418,0,Ocassional Flyers
450,145072,0,1,1,1,15000,4,0,0,2152,1,Ocassional Flyers
451,97510,1678,5,1,1,71609,51,7650,26,1665,1,Ocassional Flyers
452,24111,0,2,1,1,9374,16,0,0,3802,1,Ocassional Flyers
453,152421,0,3,1,1,17045,20,500,1,5510,0,Ocassional Flyers
454,66574,0,1,1,1,2500,6,400,4,1791,0,Ocassional Flyers
455,38378,0,1,1,1,1600,4,600,3,2091,0,Ocassional Flyers
456,51250,0,1,1,1,0,0,0,0,7283,0,Ocassional Flyers
457,16378,0,1,1,1,0,0,0,0,2272,0,Ocassional Flyers
458,340874,0,5,1,1,68090,43,5676,27,6305,1,Ocassional Flyers
459,62960,0,5,1,1,50255,10,0,0,1824,1,Ocassional Flyers
460,62998,0,2,1,1,11326,24,0,0,7253,0,Ocassional Flyers
461,97768,0,4,1,1,26734,13,0,0,3119,0,Ocassional Flyers
462,4316,0,1,1,1,1375,4,0,0,1515,0,Ocassional Flyers
463,37520,0,1,1,1,19924,6,0,0,1432,0,Ocassional Flyers
464,9805,0,1,1,1,4403,11,0,0,1559,1,Ocassional Flyers
465,9489,0,1,1,1,5359,14,0,0,5807,1,Ocassional Flyers
466,195563,0,3,1,1,16715,13,0,0,6042,0,Ocassional Flyers
467,73639,0,1,1,1,4709,10,2709,9,4341,0,Ocassional Flyers
468,168246,1514,1,1,1,4600,4,100,2,4103,1,Ocassional Flyers
469,27981,0,5,1,1,63004,17,0,0,2921,1,Ocassional Flyers
470,35323,0,1,1,1,1875,8,0,0,3553,0,Ocassional Flyers
471,146086,0,1,1,1,6950,17,6950,17,5345,0,Ocassional Flyers
472,24698,0,1,1,1,1329,5,500,1,4267,0,Ocassional Flyers
473,20713,0,3,1,1,13421,12,400,1,2104,0,Ocassional Flyers
474,18939,0,1,1,1,855,3,0,0,3216,0,Ocassional Flyers
475,59017,0,4,1,1,34746,25,0,0,1418,0,Ocassional Flyers
476,642,0,1,1,1,0,0,0,0,355,0,Ocassional Flyers
477,333500,0,5,1,1,69780,23,1258,4,6171,1,Ocassional Flyers
478,59913,0,1,1,1,2210,5,150,1,3481,0,Ocassional Flyers
479,89742,0,4,1,1,39073,13,0,0,6498,0,Ocassional Flyers
480,22548,0,1,1,1,3225,9,0,0,3852,0,Ocassional Flyers
481,18661,0,1,1,1,0,0,0,0,6352,0,Ocassional Flyers
482,123430,0,4,1,1,49987,17,0,0,4798,1,Ocassional Flyers
483,28086,1745,2,1,1,7368,12,0,0,7549,1,Ocassional Flyers
484,45358,0,3,1,1,14507,9,0,0,5735,0,Ocassional Flyers
485,120462,3649,1,1,1,10500,9,750,2,1503,0,Ocassional Flyers
486,74072,0,4,1,1,50272,39,0,0,2264,1,Ocassional Flyers
487,22372,0,3,1,1,14766,12,0,0,4950,0,Ocassional Flyers
488,57477,0,1,1,1,2607,4,0,0,3038,1,Ocassional Flyers
489,41073,0,3,1,1,13993,20,0,0,2493,0,Ocassional Flyers
490,21842,0,1,1,1,3250,19,0,0,929,0,Ocassional Flyers
491,1511,0,1,1,1,2250,11,0,0,5051,1,Ocassional Flyers
492,8780,0,1,1,1,2750,15,0,0,4237,0,Ocassional Flyers
493,16984,0,2,1,1,10334,15,0,0,4884,1,Ocassional Flyers
494,142152,0,3,1,1,19464,13,0,0,3088,0,Ocassional Flyers
495,205651,500,1,1,1,4025,21,700,4,7932,0,Ocassional Flyers
496,90526,0,1,1,1,2000,9,0,0,4488,0,Ocassional Flyers
497,4500,0,1,1,1,2250,11,0,0,666,0,Ocassional Flyers
498,21138,0,1,1,1,4500,2,0,0,6031,1,Ocassional Flyers
499,19348,0,3,1,1,17059,19,0,0,6022,1,Ocassional Flyers
500,384470,0,3,1,1,20468,16,0,0,6280,1,Ocassional Flyers
501,49438,0,4,1,1,33912,14,0,0,5085,1,Ocassional Flyers
502,74645,0,4,1,1,40367,18,0,0,6147,1,Ocassional Flyers
503,9216,0,1,1,1,340,3,0,0,1466,0,Ocassional Flyers
504,61474,0,1,1,4,47717,14,0,0,3354,0,Ocassional Flyers
505,24394,0,1,1,1,3250,3,250,1,5713,1,Ocassional Flyers
506,323273,0,1,1,1,9000,5,500,1,6028,1,Ocassional Flyers
507,16188,0,1,1,1,3726,7,300,4,900,1,Ocassional Flyers
508,83781,0,4,1,1,35151,22,200,1,2066,1,Ocassional Flyers
509,102942,0,5,1,1,56780,18,0,0,2405,0,Ocassional Flyers
510,12176,0,1,1,1,875,7,0,0,2268,0,Ocassional Flyers
511,7922,0,1,1,1,0,0,0,0,4491,0,Ocassional Flyers
512,20818,0,1,1,1,15214,4,0,0,5036,0,Ocassional Flyers
513,66122,0,3,1,1,11756,13,0,0,5630,1,Ocassional Flyers
514,265,0,1,1,1,6000,1,0,0,1012,1,Ocassional Flyers
515,133143,0,4,1,1,43643,14,50,1,6385,0,Ocassional Flyers
516,17481,0,1,1,1,1396,3,0,0,586,0,Ocassional Flyers
517,24756,0,1,1,1,7720,26,500,2,4723,1,Ocassional Flyers
518,36294,0,1,1,1,0,0,0,0,3956,0,Ocassional Flyers
519,49560,0,1,1,1,0,0,0,0,2770,0,Ocassional Flyers
520,62553,0,2,1,1,7672,16,700,1,6819,0,Ocassional Flyers
521,63331,0,1,1,1,4200,4,700,2,2060,0,Ocassional Flyers
522,33020,0,1,1,1,6155,25,1500,3,5322,0,Ocassional Flyers
523,13878,0,1,1,1,0,0,0,0,4317,0,Ocassional Flyers
524,75684,0,2,1,1,27320,9,0,0,5316,0,Ocassional Flyers
525,117543,4116,4,1,1,32355,21,600,2,4954,0,Ocassional Flyers
526,26797,0,1,1,1,0,0,0,0,1928,0,Ocassional Flyers
527,1875,0,1,1,1,1250,3,0,0,6266,0,Ocassional Flyers
528,38761,0,2,1,1,9015,12,0,0,1533,0,Ocassional Flyers
529,10621,0,1,1,1,90,3,0,0,2223,0,Ocassional Flyers
530,101632,0,4,1,1,48658,14,0,0,3432,1,Ocassional Flyers
531,33017,0,2,1,1,10333,18,0,0,1622,0,Ocassional Flyers
532,24660,0,2,1,1,7206,14,0,0,5136,1,Ocassional Flyers
533,68192,0,1,1,1,1300,9,1300,9,1640,0,Ocassional Flyers
534,16844,0,1,1,1,0,0,0,0,483,0,Ocassional Flyers
535,16103,0,1,3,1,10819,13,0,0,5427,0,Ocassional Flyers
536,26650,0,1,1,1,4652,11,4652,11,1958,0,Ocassional Flyers
537,74007,0,2,1,1,9259,13,0,0,2181,0,Ocassional Flyers
538,28493,0,3,1,1,21845,22,300,1,3932,1,Ocassional Flyers
539,71076,1000,1,1,1,10000,1,0,0,4820,1,Ocassional Flyers
540,33323,0,1,1,1,0,0,0,0,1405,0,Ocassional Flyers
541,4340,0,1,1,1,32685,5,0,0,7733,1,Ocassional Flyers
542,119676,500,1,1,1,550,4,550,4,4485,0,Ocassional Flyers
543,24813,0,1,1,1,4066,10,0,0,5225,0,Ocassional Flyers
544,233057,0,5,1,1,102840,11,0,0,4791,0,Ocassional Flyers
545,197973,0,5,1,1,72345,14,1029,2,4155,1,Ocassional Flyers
546,63090,0,1,1,1,12059,20,350,3,4231,1,Ocassional Flyers
547,43097,0,1,1,1,3258,6,0,0,6918,0,Ocassional Flyers
548,22074,0,1,1,1,6039,15,0,0,7404,0,Ocassional Flyers
549,139664,0,5,1,1,63706,14,0,0,5505,0,Ocassional Flyers
550,5317,0,1,1,1,0,0,0,0,2992,0,Ocassional Flyers
551,15719,0,2,1,1,5740,13,0,0,4974,0,Ocassional Flyers
552,430,0,1,1,1,220,1,0,0,2196,0,Ocassional Flyers
553,21216,0,2,1,1,7787,12,0,0,3378,0,Ocassional Flyers
554,28254,0,3,1,1,17117,19,1050,6,2692,1,Ocassional Flyers
555,176849,0,1,1,1,7700,11,950,4,6539,1,Ocassional Flyers
556,89527,0,3,1,1,22206,14,0,0,5821,1,Ocassional Flyers
557,59385,0,3,1,1,22914,11,0,0,5476,0,Ocassional Flyers
558,40893,0,1,1,1,1130,3,0,0,2518,0,Ocassional Flyers
559,4500,0,1,1,1,2125,10,0,0,1271,0,Ocassional Flyers
560,142989,0,4,1,1,26210,14,500,1,2340,0,Ocassional Flyers
561,236274,0,5,1,1,61515,12,0,0,7375,0,Ocassional Flyers
562,142729,0,1,1,1,0,0,0,0,1823,1,Ocassional Flyers
563,190208,0,4,1,1,37122,38,1800,6,5091,0,Ocassional Flyers
564,192246,0,1,1,1,3170,5,500,1,3083,1,Ocassional Flyers
565,25395,0,1,1,1,2000,1,0,0,6624,0,Ocassional Flyers
566,644881,2600,1,1,1,14350,28,10850,26,2511,1,Ocassional Flyers
567,103203,0,1,1,1,3200,4,200,2,1556,1,Ocassional Flyers
568,60349,0,2,1,1,10350,18,0,0,3468,1,Ocassional Flyers
569,20281,0,1,1,1,0,0,0,0,5567,0,Ocassional Flyers
570,163976,0,4,1,1,39098,18,2594,4,4922,0,Ocassional Flyers
571,69882,0,1,1,1,180,6,0,0,7582,0,Ocassional Flyers
572,20681,0,1,1,1,0,0,0,0,4939,0,Ocassional Flyers
573,12742,0,1,1,1,0,0,0,0,7966,0,Ocassional Flyers
574,194875,0,1,1,1,7550,6,1050,3,3831,1,Ocassional Flyers
575,75279,0,1,1,1,5375,21,0,0,2459,0,Ocassional Flyers
576,14739,0,1,1,1,1800,4,800,3,5332,1,Ocassional Flyers
577,30662,0,1,1,1,0,0,0,0,4996,0,Ocassional Flyers
578,46440,0,1,1,1,5582,24,0,0,3952,1,Ocassional Flyers
579,150312,0,1,1,1,1000,1,0,0,3967,0,Ocassional Flyers
580,97535,0,1,1,1,0,0,0,0,2418,0,Ocassional Flyers
581,9620,0,1,1,1,500,1,0,0,1523,0,Ocassional Flyers
582,6015,4929,1,1,1,0,0,0,0,30,0,Ocassional Flyers
583,28218,0,1,1,1,750,4,750,4,7232,1,Ocassional Flyers
584,8723,0,5,1,1,77923,15,0,0,5231,1,Ocassional Flyers
585,28553,0,3,1,1,13844,5,0,0,5517,0,Ocassional Flyers
586,57346,0,1,1,1,5560,23,0,0,6766,0,Ocassional Flyers
587,80331,0,3,1,1,15489,18,0,0,7634,1,Ocassional Flyers
588,122705,0,3,1,1,24222,15,0,0,7682,1,Ocassional Flyers
589,125274,0,1,1,1,3150,4,550,2,2194,1,Ocassional Flyers
590,28667,0,1,1,1,3861,7,2050,5,6749,1,Ocassional Flyers
591,157452,0,4,1,1,45312,18,0,0,4471,0,Ocassional Flyers
592,26421,0,1,1,1,1250,3,0,0,4593,0,Ocassional Flyers
593,23894,0,1,1,1,6000,3,0,0,2705,1,Ocassional Flyers
594,110277,0,4,1,1,37110,18,1500,3,6445,1,Ocassional Flyers
595,10491,0,1,1,1,5025,11,150,1,6357,0,Ocassional Flyers
596,52139,0,1,3,1,16314,14,250,1,3965,0,Ocassional Flyers
597,10197,0,1,1,1,3098,10,0,0,723,0,Ocassional Flyers
598,35356,0,3,1,1,18520,15,300,1,3637,1,Ocassional Flyers
599,29559,0,4,1,1,28969,16,0,0,4236,1,Ocassional Flyers
600,60864,0,3,1,1,23364,19,50,1,4436,1,Ocassional Flyers
601,14394,0,1,1,1,935,4,150,2,2754,0,Ocassional Flyers
602,37348,0,1,1,1,0,0,0,0,7472,0,Ocassional Flyers
603,93971,0,5,1,1,62023,22,450,3,4580,1,Ocassional Flyers
604,238446,1082,4,1,1,37766,28,1550,11,890,1,Ocassional Flyers
605,37997,0,2,1,1,11073,5,0,0,2805,0,Ocassional Flyers
606,4041,0,1,1,1,0,0,0,0,3344,0,Ocassional Flyers
607,34956,0,1,1,1,0,0,0,0,7172,0,Ocassional Flyers
608,500,0,1,1,1,500,1,0,0,493,0,Ocassional Flyers
609,3552,0,1,1,1,10597,17,0,0,2264,1,Ocassional Flyers
610,81871,0,3,1,1,23068,20,0,0,2222,1,Ocassional Flyers
611,46207,0,3,1,1,16093,32,0,0,1130,0,Ocassional Flyers
612,103645,7257,1,1,1,3450,3,950,2,1374,0,Ocassional Flyers
613,5581,0,1,1,1,0,0,0,0,8296,0,Ocassional Flyers
614,83623,0,1,1,1,2692,6,900,4,2395,0,Ocassional Flyers
615,111442,0,4,1,1,30368,19,0,0,3392,1,Ocassional Flyers
616,6286,0,1,1,1,230,3,0,0,1788,0,Ocassional Flyers
617,37358,0,4,1,1,50488,19,0,0,3967,1,Ocassional Flyers
618,427357,0,2,1,1,6027,12,0,0,5587,1,Ocassional Flyers
619,58411,0,1,1,1,2500,1,0,0,2619,1,Ocassional Flyers
620,9998,0,1,1,1,0,0,0,0,6448,0,Ocassional Flyers
621,231,0,1,1,1,29900,24,5300,15,7015,1,Ocassional Flyers
622,17699,0,1,1,1,0,0,0,0,5505,1,Ocassional Flyers
623,40926,0,1,1,1,1725,7,0,0,2453,0,Ocassional Flyers
624,67358,0,5,1,1,67027,34,500,1,4379,1,Ocassional Flyers
625,25418,0,1,1,1,50,1,50,1,720,0,Ocassional Flyers
626,20726,0,1,1,1,1375,4,0,0,7924,0,Ocassional Flyers
627,350608,0,4,1,1,50988,26,2643,5,3630,0,Ocassional Flyers
628,74453,0,1,1,1,5500,3,0,0,5181,0,Ocassional Flyers
629,19881,0,1,1,1,2472,15,0,0,2186,0,Ocassional Flyers
630,19996,0,1,1,1,500,1,0,0,3217,0,Ocassional Flyers
631,169947,0,4,1,1,48140,21,0,0,4895,0,Ocassional Flyers
632,18402,0,1,1,1,0,0,0,0,3746,0,Ocassional Flyers
633,96031,0,4,1,1,46588,21,0,0,8289,0,Ocassional Flyers
634,122506,0,3,1,1,21022,13,0,0,4408,1,Ocassional Flyers
635,93319,0,1,1,1,270,3,100,1,6043,0,Ocassional Flyers
636,97752,0,4,1,1,43300,26,2077,4,6935,1,Ocassional Flyers
637,12088,0,4,1,1,27292,17,100,1,1298,1,Ocassional Flyers
638,3834,0,1,1,1,500,1,0,0,524,0,Ocassional Flyers
639,16465,0,1,1,1,16165,5,0,0,1631,0,Ocassional Flyers
640,7698,0,1,1,1,0,0,0,0,1734,0,Ocassional Flyers
641,68456,0,2,1,1,6317,5,0,0,2488,0,Ocassional Flyers
642,12532,0,1,1,1,2069,9,0,0,1445,0,Ocassional Flyers
643,3788,0,1,1,1,0,0,0,0,61,0,Ocassional Flyers
644,63587,0,1,1,1,500,1,500,1,6184,0,Ocassional Flyers
645,56635,0,1,1,1,1024,8,359,2,8296,0,Ocassional Flyers
646,3258,0,1,1,1,0,0,0,0,106,0,Ocassional Flyers
647,39418,0,1,1,1,700,3,200,2,2343,0,Ocassional Flyers
648,39909,0,1,1,1,2682,14,0,0,4470,0,Ocassional Flyers
649,38307,0,1,1,1,1500,3,1500,3,2151,0,Ocassional Flyers
650,11463,0,1,1,1,339,4,0,0,1425,0,Ocassional Flyers
651,162369,0,4,1,1,41359,15,500,1,4113,1,Ocassional Flyers
652,29326,0,2,1,1,23061,7,0,0,2497,1,Ocassional Flyers
653,111157,0,4,1,1,32883,19,0,0,7771,0,Ocassional Flyers
654,26055,0,1,1,1,3320,14,0,0,1727,0,Ocassional Flyers
655,170049,3692,2,1,1,10232,16,750,2,5770,0,Ocassional Flyers
656,14710,0,1,1,1,3500,2,0,0,3149,1,Ocassional Flyers
657,4892,0,1,1,1,0,0,0,0,1282,0,Ocassional Flyers
658,36924,0,1,1,1,5900,6,300,2,6879,1,Ocassional Flyers
659,2843,0,4,1,1,44130,35,7450,20,5869,1,Ocassional Flyers
660,120860,0,1,1,1,2000,1,0,0,1761,0,Ocassional Flyers
661,86150,0,1,1,1,7600,34,100,1,3011,0,Ocassional Flyers
662,101057,0,1,1,1,13650,11,2150,9,3600,1,Ocassional Flyers
663,16346,0,1,1,1,5930,15,0,0,2108,1,Ocassional Flyers
664,23649,0,1,1,1,3250,16,0,0,3176,0,Ocassional Flyers
665,42481,0,3,1,1,24617,16,0,0,678,0,Ocassional Flyers
666,45533,0,2,1,1,12247,20,0,0,1486,0,Ocassional Flyers
667,10071,0,2,1,1,27701,16,0,0,1421,1,Ocassional Flyers
668,20390,0,1,1,1,2500,1,0,0,2528,1,Ocassional Flyers
669,47638,0,1,1,1,0,0,0,0,3739,0,Ocassional Flyers
670,43823,0,1,1,1,500,1,0,0,2717,0,Ocassional Flyers
671,92875,0,5,1,1,60990,14,0,0,7344,1,Ocassional Flyers
672,90919,0,4,1,1,44430,17,0,0,3739,1,Ocassional Flyers
673,8811,0,1,1,1,600,5,0,0,2032,0,Ocassional Flyers
674,163530,0,5,1,1,88987,25,0,0,7406,0,Ocassional Flyers
675,22181,0,1,1,1,6245,15,0,0,3656,0,Ocassional Flyers
676,87938,0,1,1,1,11268,2,0,0,7085,1,Ocassional Flyers
677,26367,0,3,1,1,19649,15,0,0,5874,1,Ocassional Flyers
678,46607,0,1,1,1,0,0,0,0,3727,0,Ocassional Flyers
679,15129,0,1,1,1,0,0,0,0,8296,0,Ocassional Flyers
680,111072,0,4,1,1,50533,19,350,1,5541,0,Ocassional Flyers
681,10009,0,1,1,1,0,0,0,0,5353,0,Ocassional Flyers
682,49885,0,3,1,1,23640,17,0,0,7533,0,Ocassional Flyers
683,119180,1467,1,1,1,9275,20,1300,6,4657,1,Ocassional Flyers
684,83082,0,1,1,1,16207,13,250,1,2003,1,Ocassional Flyers
685,43255,0,1,1,1,2691,3,750,1,2864,0,Ocassional Flyers
686,20537,0,3,1,1,44791,21,2612,4,1569,1,Ocassional Flyers
687,81087,0,3,1,1,18971,12,0,0,3362,0,Ocassional Flyers
688,212976,0,3,1,1,19926,12,0,0,7624,0,Ocassional Flyers
689,21689,0,1,1,1,0,0,0,0,6570,0,Ocassional Flyers
690,3110,0,1,1,1,1100,2,0,0,345,0,Ocassional Flyers
691,68532,0,5,1,1,68704,21,0,0,2822,1,Ocassional Flyers
692,707079,0,4,1,1,57173,40,3450,12,7523,1,Ocassional Flyers
693,6803,0,1,1,1,1644,11,0,0,1296,0,Ocassional Flyers
694,48970,0,4,1,1,30872,14,0,0,3817,1,Ocassional Flyers
695,26149,0,1,1,1,5190,6,0,0,6646,0,Ocassional Flyers
696,141554,0,4,1,1,41685,15,1000,2,1139,1,Ocassional Flyers
697,38429,0,1,1,1,1004,2,1004,2,2521,0,Ocassional Flyers
698,37478,0,1,1,1,5409,4,5409,4,429,0,Ocassional Flyers
699,56451,0,2,1,1,9302,11,0,0,5597,1,Ocassional Flyers
700,59515,0,1,1,1,3170,5,0,0,2705,0,Ocassional Flyers
701,45950,0,4,1,1,38921,22,750,2,4302,1,Ocassional Flyers
702,7038,0,1,1,1,1336,3,1336,3,309,0,Ocassional Flyers
703,109532,0,5,1,1,128048,53,7939,26,6372,1,Ocassional Flyers
704,106115,0,3,1,1,16197,21,500,1,5219,0,Ocassional Flyers
705,51843,0,4,1,1,40997,17,0,0,5859,0,Ocassional Flyers
706,8207,0,1,1,1,1750,7,0,0,6184,0,Ocassional Flyers
707,76150,0,4,1,1,36907,17,0,0,6998,0,Ocassional Flyers
708,71543,0,1,1,1,0,0,0,0,6305,0,Ocassional Flyers
709,14791,0,3,1,1,23956,26,300,2,2689,1,Ocassional Flyers
710,37252,0,3,1,1,15774,19,0,0,5842,0,Ocassional Flyers
711,51468,0,1,1,1,2278,9,0,0,7460,0,Ocassional Flyers
712,1000,0,1,1,1,0,0,0,0,4769,0,Ocassional Flyers
713,44205,0,4,1,1,28340,13,0,0,3676,0,Ocassional Flyers
714,13144,0,3,1,1,18615,18,0,0,6196,1,Ocassional Flyers
715,27905,0,1,1,1,3794,11,0,0,4628,0,Ocassional Flyers
716,201346,0,5,1,1,99612,34,600,4,7463,1,Ocassional Flyers
717,252741,0,4,1,1,29296,19,635,3,4189,0,Ocassional Flyers
718,41279,0,3,1,1,14462,20,1650,6,7064,0,Ocassional Flyers
719,26740,0,1,1,1,619,7,0,0,6213,0,Ocassional Flyers
720,8561,0,1,1,1,2050,8,1300,2,6675,1,Ocassional Flyers
721,15283,0,1,1,1,1250,3,0,0,7132,0,Ocassional Flyers
722,8000,0,1,1,1,0,0,0,0,941,0,Ocassional Flyers
723,11593,0,2,1,1,9055,16,0,0,3558,1,Ocassional Flyers
724,26972,0,1,1,1,0,0,0,0,4587,0,Ocassional Flyers
725,16230,0,1,1,1,486,2,0,0,7477,0,Ocassional Flyers
726,11850,0,1,1,1,4475,29,0,0,893,0,Ocassional Flyers
727,109087,0,2,1,1,10462,16,0,0,8296,1,Ocassional Flyers
728,3625,0,1,1,1,2000,9,0,0,1431,0,Ocassional Flyers
729,17599,0,1,1,1,100,1,0,0,6029,0,Ocassional Flyers
730,292023,0,1,1,1,14125,12,3250,7,3683,1,Ocassional Flyers
731,22380,0,1,1,1,300,2,200,1,7010,0,Ocassional Flyers
732,2224,0,1,1,1,0,0,0,0,5098,0,Ocassional Flyers
733,278457,6727,4,1,1,57313,27,1000,2,7101,1,Ocassional Flyers
734,22885,0,1,1,1,1060,2,0,0,1541,0,Ocassional Flyers
735,34204,0,1,1,1,16862,9,1700,5,3596,1,Ocassional Flyers
736,10146,0,3,1,1,26633,12,0,0,4509,1,Ocassional Flyers
737,64924,0,1,3,1,14971,13,0,0,1989,0,Ocassional Flyers
738,138368,0,5,1,1,68663,13,0,0,5755,0,Ocassional Flyers
739,8725,0,1,1,1,5600,14,0,0,1426,0,Ocassional Flyers
740,11660,0,1,1,1,140,1,0,0,7050,0,Ocassional Flyers
741,36290,0,1,1,1,8600,13,2600,9,5111,1,Ocassional Flyers
742,16321,0,1,1,1,0,0,0,0,2710,0,Ocassional Flyers
743,2214,0,1,1,1,0,0,0,0,2448,0,Ocassional Flyers
744,206287,1761,2,1,1,11294,20,150,1,2819,1,Ocassional Flyers
745,167670,0,1,3,1,15907,13,0,0,6994,0,Ocassional Flyers
746,3126,0,1,1,1,100,1,0,0,1634,0,Ocassional Flyers
747,19896,2395,2,1,1,9866,11,0,0,4602,0,Ocassional Flyers
748,364387,0,4,1,1,28200,27,0,0,7213,0,Ocassional Flyers
749,55843,0,1,1,1,6000,3,0,0,4341,1,Ocassional Flyers
750,170632,0,1,1,1,4650,3,0,0,1480,0,Ocassional Flyers
